Vitel Mobile Inc,,,,,,,,,,,,,,,,
Inventory Valuation Summary,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
,Part #,Description,,,Asset Account,,,,,Qty,, ,,Unit Cost,Asset Value,
,AC SM EF-VF741PJEGWW,GALAXY FLIP 6 KINDSUIT CASE GRAY,,,Default,,,,,50,,ea,,$ 20.00,"$ 1,000.00",
,AC SM EF-VF741PMEGWW,GALAXY FLIP 6 KINDSUIT CASE MINT,,,Default,,,,,50,,ea,,$ 20.00,"$ 1,000.00",
,AC SM EF-VF741PYEGWW,GALAXY FLIP 6 KINDSUIT CASE YELLOW,,,Default,,,,,20,,ea,,$ 20.00,$ 400.00,
,AC SM EF-VF956PAEGWW,GALAXY FOLD 6 KINDSUIT CASE TAN,,,Default,,,,,50,,ea,,$ 22.50,"$ 1,125.00",
,AC SM EF-VF956PJEGWW,GALAXY FOLD 6 KINDSUIT CASE GRAY,,,Default,,,,,48,,ea,,$ 22.50,"$ 1,080.00",
,AC SM EF-XA546CWEGWW,SAMSUNG GALAXY A54 COVER WHITE,,,Default,,,,,15,,ea,,$ 8.00,$ 120.00,
,AC SM EI-T5600KWEGWW,SAMSUNG GALAXY SMART TAG 2 BLACK AND WHITE BUNDLE (4),,,Default,,,,,"1,314",,ea,,$ 50.00,"$ 65,700.00",
,AC SM EP-DA705BBEGWW,SAMSUNG CABLE TYPE C TO C BLACK(8801643993566),,,Default,,,,,138,,ea,,$ 6.31,$ 870.78,
,AC SM EP-DA705BWEGWW,SAMSUNG CABLE TYPE C TO C WHITE(8801643993542),,,Default,,,,,113,,ea,,$ 6.31,$ 713.03,
,AC SM EP-DG930IBEGWW,SAMSUNG CABLE TYPE C BLACK(8806088938141),,,Default,,,,,350,,ea,,$ 4.00,"$ 1,400.00",
,AC SM EP-T1510NBEGCA,SAMSUNG TRAVEL ADAPTER 15W TYPE C BLACK(887276588438),,,Default,,,,,769,,ea,,$ 6.75,"$ 5,190.75",
,AC SM EP-T1510NWEGCA,SAMSUNG TRAVEL ADAPTER 15W TYPE C WHITE(887276588452),,,Default,,,,,756,,ea,,$ 6.75,"$ 5,103.00",
,AC SM EP-T2510NBTGTW,SAMSUNG TRAVEL ADAPTER 25W TYPE C BLACK(8806095012896),,,Default,,,,,"1,534",,ea,,$ 10.00,"$ 15,339.57",
,AC SM EP-T2510NWTGTW,SAMSUNG TRAVEL ADAPTER 25W TYPE C WHITE(8806095012872),,,Default,,,,,529,,ea,,$ 10.00,"$ 5,290.00",
,AC SM EP-T2510XBTGTW,SAMSUNG TRAVEL ADAPTER 25W WITH USB C CABLE BLACK(8806095012889),,,Default,,,,,703,,ea,,$ 15.00,"$ 10,545.00",
,AC SM EP-T2510XWTGTW,SAMSUNG TRAVEL ADAPTER 25W WITH USB C CABLE WHITE(8806095012865),,,Default,,,,,855,,ea,,$ 15.00,"$ 12,825.00",
,AC SM EP-T4511XBEGCA,SAMSUNG 45W POWER ADAPTER FLAT PIN BLACK,,,Default,,,,,146,,ea,,$ 12.50,"$ 1,825.00",
,AC SM EP-T5020XBEGCA,SAMSUNG 50W POWER ADAPTER DIO FLAT PIN BLACK(887276830629),,,Default,,,,,247,,ea,,$ 30.00,"$ 7,410.00",
,AC SM EP-T5020XBEGWW,SAMSUNG 50W POWER ADAPTER DUO ROUND PIN BLACK(8806095474502),,,Default,,,,,100,,ea,,$ 30.00,"$ 3,000.00",
,AC SM EP-TA200NBEGWW,SAMSUNG EUROPEAN TRAVEL ADAPTER(8806090770883),,,Default,,,,,497,,ea,,$ 0.00,$ 0.00,
,AC SM ET-SVL30SEEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (S/M) PURPLE,,,Default,,,,,46,,ea,,$ 12.50,$ 575.00,
,AC SM ET-SVL30SKEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (S/M) GREEN,,,Default,,,,,2,,ea,,$ 12.50,$ 25.00,
,AC SM ET-SVL30SWEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (S/M) WHITE,,,Default,,,,,45,,ea,,$ 12.50,$ 562.50,
,AC SM ET-SVL31LKEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) GREEN,,,Default,,,,,2,,ea,,$ 12.50,$ 25.00,
,AC SM ET-SVL31LNEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) DARK BLUE,,,Default,,,,,49,,ea,,$ 12.50,$ 612.50,
,AC SM ET-SVL31LWEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) WHITE,,,Default,,,,,29,,ea,,$ 12.50,$ 362.50,
,AC SM ET-SVR94LBEGWW,SAMSUNG GALAXY WATCH 6 FEATHER BAND (M/L) BLACK,,,Default,,,,,147,,ea,,$ 25.00,"$ 3,675.00",
,AC SM GP-FFS931YCATW,SAMSUNG S25 CLEAR MAGNET CASE TRANSPARENT,,,Default,,,,,520,,ea,,$ 7.50,"$ 3,900.00",
,AC SM GP-FFS936YCATW,SAMSUNG S25 PLUS CLEAR MAGNET CASE TRANSPARENT,,,Default,,,,,520,,ea,,$ 7.50,"$ 3,900.00",
,AC SM GP-FPS931PGBJW,SAMSUNG S25 CAPELLA CASE FROST BLACK,,,Default,,,,,300,,ea,,$ 11.25,"$ 3,375.00",
,AC SM GP-FPS936PGBJW,SAMSUNG S25 PLUS CAPELLA CASE FROST BLACK,,,Default,,,,,320,,ea,,$ 11.25,"$ 3,600.00",
,AC SM GP-FPS938PGBJW,SAMSUNG S25 ULTRA CAPELLA CASE FROS BLACK,,,Default,,,,,968,,ea,,$ 11.25,"$ 10,890.00",
,AC SM GP-FPS938SAATW,SAMSUNG S25 ULTRA CLEAR MAGNET CASE TRANSPARENT,,,Default,,,,,"1,960",,ea,,$ 7.50,"$ 14,700.00",
,AC SM SD128,SAMSUNG SD CARD 128GB + STICKER,,,Default,,,,,7,,ea,,$ 0.00,$ 0.00,
,AC SM SDA256,SAMSUNG SD CARD 256GB + STICKER WITH ADAPTER,,,Default,,,,,85,,ea,,$ 0.00,$ 0.00,
,AC SM SDA64,SAMSUNG SD CARD 64GB + STICKER WITH ADAPTER,,,Default,,,,,"1,137",,ea,,$ 0.00,$ 0.00,
,AC SM SDM32,SAMSUNG MICRO SD CARD 32GB + STICKER,,,Default,,,,,25,,ea,,$ 0.00,$ 0.00,
,SM A165MLGDTPA,SAMSUNG GALAXY A16 4+128GB LIGHT GREEN,,,Default,,,,,650,,ea,,$ 105.00,"$ 68,250.00",
,SM A165MZADTPA,SAMSUNG GALAXY A16 4+128GB GRAY,,,Default,,,,,650,,ea,,$ 105.00,"$ 68,250.00",
,SM A165MZAITPA,SAMSUNG GALAXY A16 8+256GB GRAY,,,Default,,,,,320,,ea,,$ 135.00,"$ 43,200.00",
,SM A165MZKDTPA,SAMSUNG GALAXY A16 4+128GB BLACK,,,Default,,,,,975,,ea,,$ 105.00,"$ 102,375.00",
,SM A165MZKITPA,SAMSUNG GALAXY A16 8+256GB BLACK,,,Default,,,,,320,,ea,,$ 135.00,"$ 43,200.00",
,SM A266MLGHTPA,SAMSUNG GALAXY A26 5G 8+256GB MINT,,,Default,,,,,72,,ea,,$ 200.00,"$ 14,400.00",
,SM A266MZKHTPA,SAMSUNG GALAXY A26 5G 8+256GB BLACK,,,Default,,,,,198,,ea,,$ 200.00,"$ 39,600.00",
,SM A266MZWHTPA,SAMSUNG GALAXY A26 5G 8+256GB WHITE,,,Default,,,,,208,,ea,,$ 200.00,"$ 41,600.00",
,SM A366ELGDTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME LIME,,,Default,,,,,498,,ea,,$ 235.00,"$ 117,030.00",
,SM A366ELGGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME LIME,,,Default,,,,,357,,ea,,$ 260.00,"$ 92,820.00",
,SM A366ELVDTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME LAVENDER,,,Default,,,,,302,,ea,,$ 235.00,"$ 70,970.00",
,SM A366ELVGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME LAVENDER,,,Default,,,,,320,,ea,,$ 260.00,"$ 83,200.00",
,SM A366EZADTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME WHITE,,,Default,,,,,289,,ea,,$ 234.96,"$ 67,903.39",
,SM A366EZAGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME WHITE,,,Default,,,,,192,,ea,,$ 260.00,"$ 49,920.00",
,SM A366EZKDTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME BLACK,,,Default,,,,,301,,ea,,$ 235.00,"$ 70,735.00",
,SM A366EZKGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME BLACK,,,Default,,,,,239,,ea,,$ 260.00,"$ 62,140.00",
,SM A566ELIATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME PINK,,,Default,,,,,264,,ea,,$ 310.00,"$ 81,840.00",
,SM A566ELIDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME PINK,,,Default,,,,,208,,ea,,$ 340.00,"$ 70,720.00",
,SM A566EZAATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME LIGHTGRAY,,,Default,,,,,450,,ea,,$ 308.37,"$ 138,766.75",
,SM A566EZADTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME LIGHTGRAY,,,Default,,,,,206,,ea,,$ 340.00,"$ 70,040.00",
,SM A566EZGATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME OLIVE,,,Default,,,,,453,,ea,,$ 310.00,"$ 140,429.98",
,SM A566EZGDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME OLIVE,,,Default,,,,,196,,ea,,$ 340.00,"$ 66,640.00",
,SM A566EZKATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME GRAPHITE,,,Default,,,,,388,,ea,,$ 310.00,"$ 120,280.00",
,SM A566EZKDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME GRAPHITE,,,Default,,,,,206,,ea,,$ 340.00,"$ 70,040.00",
,SM F731BZAJTPA,SAMSUNG GALAXY Z FLIP 5 8+256GB GRAPHITE,,,Default,,,,,1,,ea,,$ 864.00,$ 864.00,
,SM F946BZEJTPA,SAMSUNG GALAXY Z FOLD 5 12+256GB CREAM,,,Default,,,,,1,,ea,,"$ 1,487.00","$ 1,487.00",
,SM G990ULGAPCT,SAMSUNG GALAXY S21 FE 128GB OLIVE,,,Default,,,,,3,,ea,,$ 310.00,$ 930.00,
,SM S721BLBKTPA,SAMSUNG GALAXY S24 FE 8+256GB LIGHT BLUE,,,Default,,,,,81,,ea,,$ 500.00,"$ 40,500.00",
,SM S721BLBPTPA,SAMSUNG GALAXY S24 FE 8+512GB LIGHT BLUE,,,Default,,,,,90,,ea,,$ 530.00,"$ 47,700.00",
,SM S721BZAKTPA,SAMSUNG GALAXY S24 FE 8+256GB GRAY,,,Default,,,,,76,,ea,,$ 500.00,"$ 38,000.00",
,SM S721BZAPTPA,SAMSUNG GALAXY S24 FE 8+512GB GRAY,,,Default,,,,,55,,ea,,$ 530.00,"$ 29,150.00",
,SM S911ULIAPCT,SAMSUNG GALAXY S23 128GB LAVENDER,,,Default,,,,,5,,ea,,$ 500.00,"$ 2,500.00",
,SM S921BZVJTPA,SAMSUNG GALAXY S24 128GB COBALT VIOLET,,,Default,,,,,396,,ea,,$ 545.00,"$ 215,820.00",
,SM S926BZAKTPA,SAMSUNG GALAXY S24 PLUS 512GB MARBLE GRAY,,,Default,,,,,177,,ea,,$ 705.00,"$ 124,785.00",
,SM S926BZKKTPA,SAMSUNG GALAXY S24 PLUS 512GB ONYX BLACK,,,Default,,,,,237,,ea,,$ 705.00,"$ 167,085.00",
,SM S926BZVKTPA,SAMSUNG GALAXY S24 PLUS 512GB COBALT VIOLET,,,Default,,,,,435,,ea,,$ 705.00,"$ 306,675.00",
,SM S926BZYJTPA,SAMSUNG GALAXY S24 PLUS 256GB AMBER YELLOW,,,Default,,,,,188,,ea,,$ 630.00,"$ 118,440.00",
,SM S928BZKKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM BLACK,,,Default,,,,,54,,ea,,$ 740.01,"$ 39,960.62",
,SM S928BZTKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM GRAY,,,Default,,,,,50,,ea,,$ 740.00,"$ 37,000.17",
,SM S928BZVKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM VIOLET,,,Default,,,,,103,,ea,,$ 740.00,"$ 76,220.00",
,SM S928BZYUTPA,SAMSUNG GALAXY S24 ULTRA 512GB TITANIUM YELLOW,,,Default,,,,,5,,ea,,$ 780.00,"$ 3,900.00",
,SM S931BDBJTPA,SAMSUNG GALAXY S25 12+128GB NAVY,,,Default,,,,,18,,ea,,$ 547.52,"$ 9,855.45",
,SM S931BLBJTPA,SAMSUNG GALAXY S25 12+128GB ICY BLUE,,,Default,,,,,21,,ea,,$ 550.00,"$ 11,550.00",
,SM S931BLGJTPA,SAMSUNG GALAXY S25 12+128GB MINT,,,Default,,,,,26,,ea,,$ 550.00,"$ 14,300.00",
,SM S931BZSJTPA,SAMSUNG GALAXY S25 12+128GB SILVER SHADOW,,,Default,,,,,25,,ea,,$ 550.00,"$ 13,750.00",
,SM S936BDBKTPA,SAMSUNG GALAXY S25 PLUS 12+512GB NAVY BLUE,,,Default,,,,,154,,ea,,$ 750.00,"$ 115,500.00",
,SM S936BLBKTPA,SAMSUNG GALAXY S25 PLUS 12+512GB ICY BLUE,,,Default,,,,,156,,ea,,$ 750.00,"$ 117,000.00",
,SM S936BLGJTPA,SAMSUNG GALAXY S25 PLUS 12+256GB MINT,,,Default,,,,,57,,ea,,$ 716.58,"$ 40,845.00",
,SM S936BLGKTPA,SAMSUNG GALAXY S25 PLUS 12+512GB MINT,,,Default,,,,,151,,ea,,$ 750.00,"$ 113,250.00",
,SM S936BZSJTPA,SAMSUNG GALAXY S25 PLUS 12+256GB SILVER SHADOW,,,Default,,,,,91,,ea,,$ 750.28,"$ 68,275.79",
,SM S936BZSKTPA,SAMSUNG GALAXY S25 PLUS 12+512GB SILVER SHADOW,,,Default,,,,,149,,ea,,$ 750.00,"$ 111,750.00",
,SM S938BZBKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM SILVER BLUE,,,Default,,,,,175,,ea,,$ 900.00,"$ 157,500.00",
,SM S938BZKJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM BLACK,,,Default,,,,,245,,ea,,$ 850.00,"$ 208,250.00",
,SM S938BZKKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM BLACK,,,Default,,,,,80,,ea,,$ 900.00,"$ 72,000.00",
,SM S938BZKUTPA,SAMSUNG GALAXY S25 ULTRA 12+1TB TITANIUM BLACK,,,Default,,,,,21,,ea,,"$ 1,000.00","$ 21,000.00",
,SM S938BZSKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM WHITE SILVER,,,Default,,,,,70,,ea,,$ 900.00,"$ 63,000.00",
,SM S938BZTKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM GRAY,,,Default,,,,,100,,ea,,$ 900.00,"$ 90,000.00",
,SM S938BZTUTPA,SAMSUNG GALAXY S25 ULTRA 12+1TB TITANIUM GRAY,,,Default,,,,,20,,ea,,"$ 1,000.00","$ 20,000.00",
,SM X520NLBATPA,SAMSUNG GALAXY TAB S10 FE WIFI 8+128GB (NO COVER) LIGHT BLUE,,,Default,,,,,165,,ea,,$ 340.00,"$ 56,100.00",
,SM X520NZAATPA,SAMSUNG GALAXY TAB S10 FE WIFI 8+128GB (NO COVER) GRAY,,,Default,,,,,175,,ea,,$ 340.00,"$ 59,500.00",
,SM X520NZSATPA,SAMSUNG GALAXY TAB S10 FE WIFI 8+128GB (NO COVER) SILVER,,,Default,,,,,288,,ea,,$ 340.00,"$ 97,920.00",
,SM X526BLBATPA,SAMSUNG GALAXY TAB 10 FE 5G 8+128GB LIGHT BLUE,,,Default,,,,,90,,ea,,$ 410.00,"$ 36,900.00",
,SM X526BZAATPA,SAMSUNG GALAXY TAB 10 FE 5G 8+128GB GRAY,,,Default,,,,,114,,ea,,$ 410.00,"$ 46,740.00",
,SM X526BZSATPA,SAMSUNG GALAXY TAB 10 FE 5G 8+128GB SILVER,,,Default,,,,,190,,ea,,$ 410.00,"$ 77,900.00",
,SM X620NLBATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) LIGHT BLUE,,,Default,,,,,95,,ea,,$ 420.00,"$ 39,900.00",
,SM X620NZAATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) GRAY,,,Default,,,,,110,,ea,,$ 419.99,"$ 46,199.01",
,SM X620NZSATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) SILVER,,,Default,,,,,140,,ea,,$ 420.00,"$ 58,800.00",
,SM X626BZAATPA,SAMSUNG GALAXY TAB S10 FE+ 5G 8+128GB GRAY,,,Default,,,,,43,,ea,,$ 490.00,"$ 21,070.00",
,SM X716BZAHTPA,SAMSUNG GALAXY TAB S9 5G 12+256G GRAPHITE,,,Default,,,,,68,,ea,,$ 680.00,"$ 46,240.00",
,SM X820NZADTPA,SAMSUNG GALAXY TAB S10 PLUS WIFI 12+256GB GRAPHITE,,,Default,,,,,113,,ea,,$ 629.69,"$ 71,154.95",
,SM X820NZSDTPA,SAMSUNG GALAXY TAB S10 PLUS WIFI 12+256GB SILVER,,,Default,,,,,140,,ea,,$ 630.00,"$ 88,200.00",
,SM X920NZADTPA,SAMSUNG GALAXY TAB S10 ULTRA WIFI 12+256GB GRAPHITE,,,Default,,,,,61,,ea,,$ 777.74,"$ 47,442.06",
,SM X920NZSDTPA,SAMSUNG GALAXY TAB S10 ULTRA WIFI 12+256GB SILVER,,,Default,,,,,53,,ea,,$ 780.00,"$ 41,340.00",
,W SM L310NZGALTA,SAMSUNG GALAXY WATCH 7 44MM GREEN,,,Default,,,,,6,,ea,,$ 184.97,"$ 1,109.79",
,W SM R400NZAALTA,SAMSUNG GALAXY BUDS FE GRAPHITE,,,Default,,,,,407,,ea,,$ 39.00,"$ 15,873.00",
,W SM R400NZWALTA,SAMSUNG GALAXY BUDS FE WHITE,,,Default,,,,,61,,ea,,$ 39.00,"$ 2,379.00",
,W SM R530NZAALTA,SAMSUNG GALAXY BUDS 3 SILVER,,,Default,,,,,135,,ea,,$ 100.74,"$ 13,600.20",
,W SM R630NZAALTA,SAMSUNG GALAXY BUDS 3 PRO SILVER,,,Default,,,,,56,,ea,,$ 110.00,"$ 6,160.00",
,W SM R630NZWALTA,SAMSUNG GALAXY BUDS 3 PRO WHITE,,,Default,,,,,80,,ea,,$ 110.09,"$ 8,807.31",
,W SM R950NZSALTA,SAMSUNG GALAXY WATCH 6 CLASSIC 43MM SILVER,,,Default,,,,,69,,ea,,$ 181.32,"$ 12,510.86",
,W SM R960NZKALTA,SAMSUNG GALAXY WATCH 6 CLASSIC 47MM BLACK,,,Default,,,,,88,,ea,,$ 160.00,"$ 14,080.00",
,W SM R960NZSALTA,SAMSUNG GALAXY WATCH 6 CLASSIC 47MM SILVER,,,Default,,,,,10,,ea,,$ 160.00,"$ 1,600.00",
,,,,,,,,,,,,,Location Total:,,"$ 5,448,624.92",
,,,,,,,,,,,,Location Group Total:,,,"$ 6,789,363.22",
Mercado Libre,,,,,,,,,,,,,,,,
Shipping,,,,,,,,,,,,,,,,
,AC SM EF-QS936CTEGWW,SAMSUNG S25 PLUS CLEAR CASE CLEAR,,,Default,,,,,40,,ea,,$ 5.00,$ 200.00,
,AC SM EF-QS938CTEGWW,SAMSUNG S25 ULTRA CLEAR CASE CLEAR,,,Default,,,,,100,,ea,,$ 5.00,$ 500.00,
,AC SM ET-SVL30SEEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (S/M) PURPLE,,,Default,,,,,5,,ea,,$ 12.50,$ 62.50,
,AC SM ET-SVL30SWEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (S/M) WHITE,,,Default,,,,,5,,ea,,$ 12.50,$ 62.50,
,AC SM ET-SVL31LNEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) DARK BLUE,,,Default,,,,,5,,ea,,$ 12.50,$ 62.50,
,AC SM ET-SVR94LBEGWW,SAMSUNG GALAXY WATCH 6 FEATHER BAND (M/L) BLACK,,,Default,,,,,5,,ea,,$ 25.00,$ 125.00,
,SM S721BZAKTPA,SAMSUNG GALAXY S24 FE 8+256GB GRAY,,,Default,,,,,20,,ea,,$ 500.00,"$ 10,000.00",
,SM X820NZADTPA,SAMSUNG GALAXY TAB S10 PLUS WIFI 12+256GB GRAPHITE,,,Default,,,,,5,,ea,,$ 629.69,"$ 3,148.45",
,SM X820NZSDTPA,SAMSUNG GALAXY TAB S10 PLUS WIFI 12+256GB SILVER,,,Default,,,,,5,,ea,,$ 630.00,"$ 3,150.00",
,SM X920NZADTPA,SAMSUNG GALAXY TAB S10 ULTRA WIFI 12+256GB GRAPHITE,,,Default,,,,,5,,ea,,$ 777.74,"$ 3,888.69",
,SM X920NZSDTPA,SAMSUNG GALAXY TAB S10 ULTRA WIFI 12+256GB SILVER,,,Default,,,,,5,,ea,,$ 780.00,"$ 3,900.00",
,W SM L300NZGALTA,SAMSUNG GALAXY WATCH 7 40MM GREEN,,,Default,,,,,20,,ea,,$ 170.41,"$ 3,408.14",
,W SM L310NZGALTA,SAMSUNG GALAXY WATCH 7 44MM GREEN,,,Default,,,,,100,,ea,,$ 184.97,"$ 18,496.50",
,W SM L310NZSALTA,SAMSUNG GALAXY WATCH 7 44MM SILVER,,,Default,,,,,24,,ea,,$ 177.51,"$ 4,260.14",
,W SM R400NZAALTA,SAMSUNG GALAXY BUDS FE GRAPHITE,,,Default,,,,,20,,ea,,$ 39.00,$ 780.00,
,W SM R400NZWALTA,SAMSUNG GALAXY BUDS FE WHITE,,,Default,,,,,20,,ea,,$ 39.00,$ 780.00,
,W SM R530NZAALTA,SAMSUNG GALAXY BUDS 3 SILVER,,,Default,,,,,20,,ea,,$ 100.74,"$ 2,014.84",
,W SM R630NZAALTA,SAMSUNG GALAXY BUDS 3 PRO SILVER,,,Default,,,,,20,,ea,,$ 110.00,"$ 2,200.00",
,W SM R630NZWALTA,SAMSUNG GALAXY BUDS 3 PRO WHITE,,,Default,,,,,20,,ea,,$ 110.09,"$ 2,201.83",
,W SM R950NZSALTA,SAMSUNG GALAXY WATCH 6 CLASSIC 43MM SILVER,,,Default,,,,,20,,ea,,$ 181.32,"$ 3,626.34",
,W SM R960NZKALTA,SAMSUNG GALAXY WATCH 6 CLASSIC 47MM BLACK,,,Default,,,,,20,,ea,,$ 160.00,"$ 3,200.00",
,W SM R960NZSALTA,SAMSUNG GALAXY WATCH 6 CLASSIC 47MM SILVER,,,Default,,,,,20,,ea,,$ 160.00,"$ 3,200.00",
,,,,,,,,,,,,,Location Total:,,"$ 69,267.43",
Stock,,,,,,,,,,,,,,,,
,AC SM EF-QS931CTEGWW,SAMSUNG S25 CLEAR CASE CLEAR,,,Default,,,,,40,,ea,,$ 5.00,$ 200.00,
,AC SM ET-SVL30SKEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (S/M) GREEN,,,Default,,,,,5,,ea,,$ 12.50,$ 62.50,
,AC SM ET-SVL31LKEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) GREEN,,,Default,,,,,5,,ea,,$ 12.50,$ 62.50,
,AC SM ET-SVL31LWEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) WHITE,,,Default,,,,,5,,ea,,$ 12.50,$ 62.50,
,AC SM GP-FPS938PGBJW,SAMSUNG S25 ULTRA CAPELLA CASE FROS BLACK,,,Default,,,,,40,,ea,,$ 11.25,$ 450.00,
,AC SM GP-FPS938SAATW,SAMSUNG S25 ULTRA CLEAR MAGNET CASE TRANSPARENT,,,Default,,,,,40,,ea,,$ 7.50,$ 300.00,
,SM S928BZKUTPA,SAMSUNG GALAXY S24 ULTRA 512GB TITANIUM BLACK,,,Default,,,,,10,,ea,,$ 780.00,"$ 7,800.00",
,,,,,,,,,,,,,Location Total:,,"$ 8,937.50",
,,,,,,,,,,,,Location Group Total:,,,"$ 78,204.93",
Others 1,,,,,,,,,,,,,,,,
Stock,,,,,,,,,,,,,,,,
,AC FGIRM,FIDGET IRON MAN,,,Default,,,,,36,,ea,,$ 6.00,$ 216.00,
,AC FGMOT,FIDGET MOTORCYCLE,,,Default,,,,,43,,ea,,$ 6.00,$ 258.00,
,AC FS12HSP,FS12 HAND SPINNER,,,Default,,,,,268,,ea,,$ 1.00,$ 268.00,
,AC FS18HSP,FS18 HAND SPINNER,,,Default,,,,,296,,ea,,$ 1.25,$ 370.00,
,AC MPWCSB,MOBILE PHONE WIRELESS CHARGING STERILIZING BOX,,,Default,,,,,774,,ea,,$ 0.00,$ 0.00,
,DFM-EVP-01,RESPIRATORY FACE MASK (3PLY),,,Default,,,,,370,,ea,,$ 0.36,$ 131.83,
,DU IC200C,DUO PLAY PROJECTOR,,,Default,,,,,21,,ea,,$ 39.00,$ 819.00,
,HLG62,HEALER LAB HAND GEL 62%,,,Default,,,,,"6,945",,ea,,$ 2.95,"$ 20,487.75",
,HLG70,HEALER LAB HAND GEL 70%,,,Default,,,,,"24,407",,ea,,$ 2.95,"$ 72,000.65",
,ITM-TNO-01,INFRARED THERMOMETER W/FDA,,,Default,,,,,"7,783",,ea,,$ 29.00,"$ 225,707.00",
,IW-KF94-01,ILWOL RESPIRATORY MASK,,,Default,,,,,"17,082",,ea,,$ 0.90,"$ 15,373.80",
,KN95-A,RESPIRATORY FACE MASK (KN95),,,Default,,,,,"25,876",,ea,,$ 1.76,"$ 45,571.75",
,,,,,,,,,,,,,Location Total:,,"$ 381,203.78",
,,,,,,,,,,,,Location Group Total:,,,"$ 381,203.78",
Others 2,,,,,,,,,,,,,,,,
RMA,,,,,,,,,,,,,,,,
,SM A546ELGC,SAMSUNG GALAXY A54 5G 8+128GB LIGHT GREEN,,,Default,,,,,1,,ea,,$ 254.00,$ 254.00,
,SM A546ELGD,SAMSUNG GALAXY A54 5G 8+256GB LIGHT GREEN,,,Default,,,,,1,,ea,,$ 271.00,$ 271.00,
,SM A546ELVC,SAMSUNG GALAXY A54 5G 8+128GB LIGHT VIOLET,,,Default,,,,,6,,ea,,$ 254.00,"$ 1,524.00",
,SM A546ELVD,SAMSUNG GALAXY A54 5G 8+256GB LIGHT VIOLET,,,Default,,,,,4,,ea,,$ 271.00,"$ 1,084.00",
,SM A546EZKC,SAMSUNG GALAXY A54 5G 8+128GB BLACK,,,Default,,,,,5,,ea,,$ 255.56,"$ 1,277.78",
,SM A546EZWC,SAMSUNG GALAXY A54 5G 8+128GB WHITE,,,Default,,,,,4,,ea,,$ 254.00,"$ 1,016.00",
,SM A546EZWD,SAMSUNG GALAXY A54 5G 8+256GB WHITE,,,Default,,,,,3,,ea,,$ 271.00,$ 813.00,
,SM G991BZVK,SAMSUNG GALAXY S21 256GB VIOLET DS,,,Default,,,,,8,,ea,,$ 707.00,"$ 5,656.00",
,SM G991BZWK,SAMSUNG GALAXY S21 256GB WHITE DS,,,Default,,,,,53,,ea,,$ 707.00,"$ 37,471.00",
,SM G996BZSKTPA,SAMSUNG GALAXY S21 PLUS 256GB PHANTOM SILVER DS,,,Default,,,,,3,,ea,,$ 829.00,"$ 2,487.00",
